category,num_columns,columns,file_size_mb,last_updated,description
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",782.225814828998,2024-04-04 10:41:24.188954,"Ecological study in forest environment, observing 10 species, temperature range: 20°C to 16°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",351.10302056980225,2024-06-18 10:41:24.178953,"Medical study with 616 patients, 54.36% efficacy rate, testing antibiotic"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",622.6019408151765,2023-10-31 10:41:24.165954,"Tech research in quantum computing, conducted 46 experiments with 87.28% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",919.606365402598,2023-11-25 10:41:24.174954,"Ecological study in mountain environment, observing 142 species, temperature range: 31°C to 49°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",38.71108778923601,2024-06-05 10:41:24.173954,"Educational dataset with 149 students, average score of 66.24, covering science, literature, science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",629.6866544901877,2024-02-09 10:41:24.178953,"Tech research in AI, conducted 393 experiments with 35.66% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",743.4165445661524,2024-04-16 10:41:24.159954,"Medical study with 4756 patients, 58.92% efficacy rate, testing antiviral"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",377.56307763524495,2024-02-29 10:41:24.167954,"Tech research in renewable energy, conducted 495 experiments with 68.22% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",355.860135025424,2024-06-06 10:41:24.163952,"Ecological study in ocean environment, observing 627 species, temperature range: 22°C to 7°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",319.28494184204766,2023-11-13 10:41:24.137954,"Ecological study in desert environment, observing 811 species, temperature range: 15°C to 14°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",525.8342713677196,2024-06-07 10:41:24.176954,"Medical study with 2515 patients, 61.71% efficacy rate, testing antiviral"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",9.181482619814057,2024-08-02 10:41:24.149951,"Ecological study in ocean environment, observing 683 species, temperature range: -8°C to 30°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",316.46987783590413,2024-07-03 10:41:24.166953,"Educational dataset with 563 students, average score of 88.59, covering history, science"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",231.5416791470688,2024-04-23 10:41:24.166953,"Educational dataset with 500 students, average score of 89.34, covering science"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",842.6466038397317,2023-12-01 10:41:24.158954,"Ecological study in desert environment, observing 583 species, temperature range: 1°C to 30°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",163.83774441439346,2024-05-02 10:41:24.160954,"Ecological study in mountain environment, observing 491 species, temperature range: -19°C to 20°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",922.2826109753581,2024-08-26 10:41:24.163952,"Tech research in AI, conducted 500 experiments with 31.61% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",832.4018621912041,2023-10-14 10:41:24.171954,"Medical study with 1912 patients, 78.87% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",841.6744499002795,2024-05-24 10:41:24.182954,"Medical study with 4429 patients, 86.67% efficacy rate, testing antiviral"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",315.72050713306,2024-07-07 10:41:24.173954,"Educational dataset with 488 students, average score of 94.22, covering literature, science, history, math"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",31.105983955485517,2024-09-24 10:41:24.158954,"Tech research in renewable energy, conducted 108 experiments with 45.20% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",661.1460487710085,2024-08-05 10:41:24.180953,"Educational dataset with 626 students, average score of 95.03, covering science, literature, science"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",807.9429860984488,2024-09-30 10:41:24.157954,"Medical study with 1119 patients, 81.80% efficacy rate, testing antibiotic"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",849.2327466629087,2024-09-14 10:41:24.154953,"Tech research in quantum computing, conducted 512 experiments with 18.98% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",145.56000994004182,2024-03-15 10:41:24.154953,"Ecological study in mountain environment, observing 101 species, temperature range: -10°C to 46°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",705.1824613708643,2024-02-16 10:41:24.146953,"Medical study with 339 patients, 63.38% efficacy rate, testing antibiotic"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",870.7269986134824,2024-04-24 10:41:24.141954,"Medical study with 1849 patients, 53.56% efficacy rate, testing antibiotic"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",985.8261946817416,2024-03-28 10:41:24.136954,"Medical study with 178 patients, 76.54% efficacy rate, testing vaccine"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",870.4191681682853,2024-06-19 10:41:24.179953,"Ecological study in mountain environment, observing 348 species, temperature range: 25°C to 3°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",577.9745952577753,2024-07-06 10:41:24.146953,"Medical study with 198 patients, 80.57% efficacy rate, testing vaccine"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",856.213959837488,2024-08-23 10:41:24.145954,"Ecological study in forest environment, observing 9 species, temperature range: 22°C to 39°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",703.6521972181341,2024-05-03 10:41:24.139954,"Tech research in AI, conducted 496 experiments with 66.01% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",450.1074300356199,2024-02-01 10:41:24.162954,"Medical study with 4732 patients, 95.27% efficacy rate, testing antiviral"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",748.5432438560712,2024-04-24 10:41:24.181954,"Tech research in quantum computing, conducted 327 experiments with 13.70% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",24.353927480254733,2024-09-03 10:41:24.172951,"Educational dataset with 653 students, average score of 97.29, covering science, history, science"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",717.0365650098752,2024-05-31 10:41:24.172951,"Educational dataset with 50 students, average score of 64.36, covering science, history"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",585.6175483658853,2024-03-03 10:41:24.150953,"Ecological study in ocean environment, observing 505 species, temperature range: 17°C to 39°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",591.3878827777733,2024-09-16 10:41:24.136954,"Medical study with 2616 patients, 71.09% efficacy rate, testing painkiller"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",727.5137530210791,2024-02-06 10:41:24.169954,"Educational dataset with 705 students, average score of 85.00, covering history, science, science, literature"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",122.44958013566708,2024-06-07 10:41:24.158954,"Medical study with 1238 patients, 87.40% efficacy rate, testing vaccine"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",511.1316041072357,2024-07-20 10:41:24.175953,"Tech research in robotics, conducted 498 experiments with 37.01% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",176.67150160686498,2024-02-02 10:41:24.185954,"Tech research in renewable energy, conducted 415 experiments with 11.19% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",157.67276631242976,2023-10-18 10:41:24.142954,"Medical study with 660 patients, 92.16% efficacy rate, testing antibiotic"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",374.9362406737119,2023-11-29 10:41:24.135951,"Medical study with 4233 patients, 84.22% efficacy rate, testing antiviral"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",293.2939249627296,2024-09-28 10:41:24.188954,"Ecological study in mountain environment, observing 150 species, temperature range: -20°C to 37°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",104.06888866476713,2024-02-05 10:41:24.152954,"Educational dataset with 888 students, average score of 63.31, covering math"
